actualFE,nominalFE,outerCycle,qRound,eventType,subjectFingerprint,relatedFingerprint,source,action,detail
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,a4a92e29349eb300606a1350ce37fb62d7c9eb2fb4d2344bb3453f710d4650e8,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,a4a92e29349eb300606a1350ce37fb62d7c9eb2fb4d2344bb3453f710d4650e8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,6087b48a64350fd6b1ba252153fa99753a7c5fa2c43280edec594ec9cc39d1ba,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,5092ef8a65866327e840112f49da278d701476b694d38880d1d9ec21a44ea6b3,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,8234df1916cb10129261313de8c06ae663179e31187297058cd933d02b0b04d8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,f82e04a25bea727c01d53313317e6d76246a60a905d60b8b259fb08db741a343,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,9ac1f0f082584fe7555b35beb3458abbe0178ff278e9623a13d5d9599d40f4db,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,7f2d2bbbe5a0df169ec9968a21f2eace4591bf59f89272d390d4fe6ac987e24b,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,112c619f0356eb023f586e2b76e2a3450d5c06a79d6d3b51fe937fe5d06c5a63,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,c0aebc9c2797c7c195b938725ee23ced56c4b7e0dbc7e0da23f5ef4633bf640e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,0ee71d9b20007fa9362913603f25362d05ff068b556b52c7d6dd28530a6188c0,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,0ee71d9b20007fa9362913603f25362d05ff068b556b52c7d6dd28530a6188c0,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,QP_ACTION,0ee71d9b20007fa9362913603f25362d05ff068b556b52c7d6dd28530a6188c0,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,0ee71d9b20007fa9362913603f25362d05ff068b556b52c7d6dd28530a6188c0,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,QP_ACTION,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,8661ebb6390ba9e210b09c90877c8d78b2eb49b2706c09475abbf5289540b12d,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,edda2795729f017da6dde185cbeb7e94848b15901844f85003f8896bf5321ac8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,2c381bf32731e671358a89bba7951fbc0d3c19d5b8452abdac3bb02bd377c792,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,40afb6eb8db17ecefac2ca35d90906a0728160a057810064954658a052598178,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,46168ee8e304da2bf0624d1e1d232b8b1aefb6525cd6340aa4c5284bd850d35e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,567bb40998547bf6cdcb62e19142274eb29b27999fbf53e5a597b08c4504add5,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6e12b5543d587974b52f102f8792fad27652f71d6c128bb6191bb7e0077d3fde,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,6e12b5543d587974b52f102f8792fad27652f71d6c128bb6191bb7e0077d3fde,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,QP_ACTION,6e12b5543d587974b52f102f8792fad27652f71d6c128bb6191bb7e0077d3fde,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,6e12b5543d587974b52f102f8792fad27652f71d6c128bb6191bb7e0077d3fde,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,QP_ACTION,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,a541f7187addeedd2a4fb27d7ec5cd05ee7592f4fd99bfdf426cfbe1f7094b09,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,6dc8a893ab436bda3020e6878625a7794caa4b8598718f860112e3d511527efe,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,03b8780890d4c24e16ad5224c2fb78274b9042682c1bdf508e20ffc42a239914,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,66c4b441adb956d7fabc924dbc0a9ef4253de709ebae35994566910d153fd1f8,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,f332a00eaa0c10794f4f92ad0a60db7772d9b2201a16c09a5cba7f47611220b4,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6124bc12802cf325f28ff7a99c4c258c07ce5cf2998a922b5a9c29aaeac6ec39,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
3800,25000,0,36,QP_TEACHER,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,6124bc12802cf325f28ff7a99c4c258c07ce5cf2998a922b5a9c29aaeac6ec39,NOT_APPLICABLE,0,selectedPbest
3800,25000,0,36,PERSONAL_ARCHIVE,6124bc12802cf325f28ff7a99c4c258c07ce5cf2998a922b5a9c29aaeac6ec39,-1,NOT_APPLICABLE,0,insertedEntrySurvived
3800,25000,0,36,QP_ACTION,6124bc12802cf325f28ff7a99c4c258c07ce5cf2998a922b5a9c29aaeac6ec39,e9c37bfc8920ee17a3b17c432a46cff3b9664d185ba8c6686fed6bfa7af3bab9,NOT_APPLICABLE,0,selection
