actualFE,nominalFE,outerCycle,qRound,eventType,subjectFingerprint,relatedFingerprint,source,action,detail
9885,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,a4e3cc850205b21136a231b1709c72d0cd529ada3faee092731dc0f4498001a1,GLOBAL_CFVF,NA,GLOBAL_CFVF
9886,25000,1,28,GENERATED,18ea7f90273355aa61b9d16df9234c3d6f388ac4642060978de4cdc61f214a90,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9886,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,18ea7f90273355aa61b9d16df9234c3d6f388ac4642060978de4cdc61f214a90,GLOBAL_CFVF,NA,GLOBAL_CFVF
9887,25000,1,28,GENERATED,972fe7cd8b4120415efa4ae604aa2a9be2451ddff79380cc3fe1f625970c3d0f,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9887,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,972fe7cd8b4120415efa4ae604aa2a9be2451ddff79380cc3fe1f625970c3d0f,GLOBAL_CFVF,NA,GLOBAL_CFVF
9888,25000,1,28,GENERATED,7b6002645e052144375e3061f8a70804d3c8c3a9e279fb7f6aea5e8132ca1c0b,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9888,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,7b6002645e052144375e3061f8a70804d3c8c3a9e279fb7f6aea5e8132ca1c0b,GLOBAL_CFVF,NA,GLOBAL_CFVF
9889,25000,1,28,GENERATED,113b9d0d03dc5a56942070064cd633508fc39c0837508490cc9f320630d8e74a,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9889,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,113b9d0d03dc5a56942070064cd633508fc39c0837508490cc9f320630d8e74a,GLOBAL_CFVF,NA,GLOBAL_CFVF
9890,25000,1,28,GENERATED,993384dd41adc5c38d1eccec60d4574bc07f8e92890150ea568383a38c7731c9,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9890,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,993384dd41adc5c38d1eccec60d4574bc07f8e92890150ea568383a38c7731c9,GLOBAL_CFVF,NA,GLOBAL_CFVF
9891,25000,1,28,GENERATED,8008eea5c77312bced2590b67e1752d522a5164c4c3c4682ce031de562dd96b0,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9891,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,8008eea5c77312bced2590b67e1752d522a5164c4c3c4682ce031de562dd96b0,GLOBAL_CFVF,NA,GLOBAL_CFVF
9892,25000,1,28,GENERATED,e4bfab916c9d891d633871986c897742b7c216b306ab33a798f1294c5a4d2b2a,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9892,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,e4bfab916c9d891d633871986c897742b7c216b306ab33a798f1294c5a4d2b2a,GLOBAL_CFVF,NA,GLOBAL_CFVF
9893,25000,1,28,GENERATED,ae7512345df0f1c01a20715e4b808aa8155308f45607af4d22b797cb470a2fd1,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9893,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,ae7512345df0f1c01a20715e4b808aa8155308f45607af4d22b797cb470a2fd1,GLOBAL_CFVF,NA,GLOBAL_CFVF
9894,25000,1,28,GENERATED,941997a8ff2bf64566cda29fef6a561bf843d70d9683c898119ba7a599d176a5,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9894,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,941997a8ff2bf64566cda29fef6a561bf843d70d9683c898119ba7a599d176a5,GLOBAL_CFVF,NA,GLOBAL_CFVF
9895,25000,1,28,GENERATED,0c560a9c68922904baec8e29dbaccd0a46c218a9f113707f454f79e11e3b96cb,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9895,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,0c560a9c68922904baec8e29dbaccd0a46c218a9f113707f454f79e11e3b96cb,GLOBAL_CFVF,NA,GLOBAL_CFVF
9896,25000,1,28,GENERATED,81db67c268d132ffca981a8c7cbfbb3423cf29b7a6d5e52ac648b5a86b919b8b,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9896,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,81db67c268d132ffca981a8c7cbfbb3423cf29b7a6d5e52ac648b5a86b919b8b,GLOBAL_CFVF,NA,GLOBAL_CFVF
9897,25000,1,28,GENERATED,d849ce75a54bf879c15d1601fefb55dbb0e2d58a04c6a98532068d0e56a8b136,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9897,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,d849ce75a54bf879c15d1601fefb55dbb0e2d58a04c6a98532068d0e56a8b136,GLOBAL_CFVF,NA,GLOBAL_CFVF
9898,25000,1,28,GENERATED,dedeb295debd2397f77689467f39ccccabd1c3f3c05d9f3fe7da51b4a25b3460,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9898,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,dedeb295debd2397f77689467f39ccccabd1c3f3c05d9f3fe7da51b4a25b3460,GLOBAL_CFVF,NA,GLOBAL_CFVF
9899,25000,1,28,GENERATED,69fef963ca596f0412d18e89b6b34a8e9b29819a6ceccc85f94357cf0e43923a,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9899,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,69fef963ca596f0412d18e89b6b34a8e9b29819a6ceccc85f94357cf0e43923a,GLOBAL_CFVF,NA,GLOBAL_CFVF
9900,25000,1,28,GENERATED,a8494917799ac48f2b2a6a3b86c6b2ba933e9cdb812e747ad213b90a3e2f9f7a,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9900,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,a8494917799ac48f2b2a6a3b86c6b2ba933e9cdb812e747ad213b90a3e2f9f7a,GLOBAL_CFVF,NA,GLOBAL_CFVF
9901,25000,1,28,GENERATED,44f377593db03d59cc5c463ccff171e34c0f814a24fc3d3633617816b5b44b0a,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9901,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,44f377593db03d59cc5c463ccff171e34c0f814a24fc3d3633617816b5b44b0a,GLOBAL_CFVF,NA,GLOBAL_CFVF
9901,25000,1,28,IMPROVING_DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,44f377593db03d59cc5c463ccff171e34c0f814a24fc3d3633617816b5b44b0a,GLOBAL_CFVF,NA,strictThreeObjectiveDominance
9902,25000,1,28,GENERATED,959ecc98672bc8225504a2a39487712367e47a802af0b009ae95808c9ade2f53,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,GLOBAL_CFVF,NA,GLOBAL_CFVF
9902,25000,1,28,DESCENDANT,6467efa75c4c62d03fac2cc66e34458d5a175ffdf94d4fc3770737633cf19c3c,959ecc98672bc8225504a2a39487712367e47a802af0b009ae95808c9ade2f53,GLOBAL_CFVF,NA,GLOBAL_CFVF
9903,25000,1,28,GENERATED,e4af1d038222bedfc4291d09f33ffd667af16aa6dfcf9baa2ae8aba0939ab893,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9903,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,e4af1d038222bedfc4291d09f33ffd667af16aa6dfcf9baa2ae8aba0939ab893,GLOBAL_CFVF,NA,GLOBAL_CFVF
9904,25000,1,28,GENERATED,268dc78c2153207e0ec8eaf55726e9bb78a96776ef33a6698cc8cc63941ecb14,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9904,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,268dc78c2153207e0ec8eaf55726e9bb78a96776ef33a6698cc8cc63941ecb14,GLOBAL_CFVF,NA,GLOBAL_CFVF
9905,25000,1,28,GENERATED,b158f8c648f97a7785927074ab2e73c1dde03285b6d3771881a60e99f8eeb24e,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9905,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,b158f8c648f97a7785927074ab2e73c1dde03285b6d3771881a60e99f8eeb24e,GLOBAL_CFVF,NA,GLOBAL_CFVF
9906,25000,1,28,GENERATED,bd3d5e58a85271b599116095d1c1344c0f6f6018385bb92fd7e4b2a01aba509d,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,GLOBAL_CFVF,NA,GLOBAL_CFVF
9906,25000,1,28,DESCENDANT,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,bd3d5e58a85271b599116095d1c1344c0f6f6018385bb92fd7e4b2a01aba509d,GLOBAL_CFVF,NA,GLOBAL_CFVF
9906,25000,1,28,QP_ACTION,48db9bb571169b977a86240c308ea7b788252ccfd2de0227fbf05e4569dca898,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,48db9bb571169b977a86240c308ea7b788252ccfd2de0227fbf05e4569dca898,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,48db9bb571169b977a86240c308ea7b788252ccfd2de0227fbf05e4569dca898,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,48db9bb571169b977a86240c308ea7b788252ccfd2de0227fbf05e4569dca898,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,a2a2c4cbfdbe14ffdc1c3d34707d1df7dbbf73072197c16e61baa4ace257b869,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,a2a2c4cbfdbe14ffdc1c3d34707d1df7dbbf73072197c16e61baa4ace257b869,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,a2a2c4cbfdbe14ffdc1c3d34707d1df7dbbf73072197c16e61baa4ace257b869,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,a2a2c4cbfdbe14ffdc1c3d34707d1df7dbbf73072197c16e61baa4ace257b869,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,17274fa11fea9620d2bf5fa5392b84c78a6096e9e8a15d8c73751692374674fe,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,17274fa11fea9620d2bf5fa5392b84c78a6096e9e8a15d8c73751692374674fe,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,17274fa11fea9620d2bf5fa5392b84c78a6096e9e8a15d8c73751692374674fe,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,17274fa11fea9620d2bf5fa5392b84c78a6096e9e8a15d8c73751692374674fe,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,5d7ea0d7f1d5a80cfb3a899ba0d2699eaf27523f63cb2a8bded0748aea74faca,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,5d7ea0d7f1d5a80cfb3a899ba0d2699eaf27523f63cb2a8bded0748aea74faca,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,5d7ea0d7f1d5a80cfb3a899ba0d2699eaf27523f63cb2a8bded0748aea74faca,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,5d7ea0d7f1d5a80cfb3a899ba0d2699eaf27523f63cb2a8bded0748aea74faca,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,c49cd56e2d93da072e81f97f158dffe9e18906da0945f3a8c6080a6c9abb769b,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,c1dbb45ac25c9ddbc11e3bebd5927875f451da311aa0ca3b4501e1b5911f20a5,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c1dbb45ac25c9ddbc11e3bebd5927875f451da311aa0ca3b4501e1b5911f20a5,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,c1dbb45ac25c9ddbc11e3bebd5927875f451da311aa0ca3b4501e1b5911f20a5,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c1dbb45ac25c9ddbc11e3bebd5927875f451da311aa0ca3b4501e1b5911f20a5,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,bc19d2c1b0b86c76ba3337aee92a764418b2a59cf0e39ada39c89ecfc1c67302,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,30a3028793e13d9e1f261b3fd2c429e26b25f81af00348395c8a7397145a4a7a,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,30a3028793e13d9e1f261b3fd2c429e26b25f81af00348395c8a7397145a4a7a,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,30a3028793e13d9e1f261b3fd2c429e26b25f81af00348395c8a7397145a4a7a,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,30a3028793e13d9e1f261b3fd2c429e26b25f81af00348395c8a7397145a4a7a,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,087e17320c352a82835caf735b94c5d553abc015b9a41b3e07f84cfcbe393309,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,087e17320c352a82835caf735b94c5d553abc015b9a41b3e07f84cfcbe393309,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,087e17320c352a82835caf735b94c5d553abc015b9a41b3e07f84cfcbe393309,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,087e17320c352a82835caf735b94c5d553abc015b9a41b3e07f84cfcbe393309,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,558bdb23e9f56ce3df6de898286c7a4ed555884e7ddaa6f7e2e532bcd8b385c5,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,8596df8db2c0e65314f72f5cbb8dfd898f3614a0691a81077411c37eeda1e2ab,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,4abb7fbe4f10750569ffa1ce331f176e21bfcbe683c8289deeee9d80e7611357,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,4abb7fbe4f10750569ffa1ce331f176e21bfcbe683c8289deeee9d80e7611357,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,4abb7fbe4f10750569ffa1ce331f176e21bfcbe683c8289deeee9d80e7611357,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,4abb7fbe4f10750569ffa1ce331f176e21bfcbe683c8289deeee9d80e7611357,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,1e6622b8987233e994a22208b791c8e786041044643ad3c861da7a5f87e22e1e,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,1e6622b8987233e994a22208b791c8e786041044643ad3c861da7a5f87e22e1e,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,1e6622b8987233e994a22208b791c8e786041044643ad3c861da7a5f87e22e1e,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,1e6622b8987233e994a22208b791c8e786041044643ad3c861da7a5f87e22e1e,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,QP_ACTION,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,5c438349d028ac2cede8d1a850dff3e04a50d271e81fea2b0f9978fbbdbb536f,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,-1,NOT_APPLICABLE,0,insertedEntrySurvived
9906,25000,1,28,QP_ACTION,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
9906,25000,1,28,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,NOT_APPLICABLE,0,selectedPbest
9906,25000,1,28,PERSONAL_ARCHIVE,20b88d2715bae2b9e8a3df948f7bf1a560668946657f3a329670a5bf07e9af39,-1,NOT_APPLICABLE,0,insertedEntrySurvived
